,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
769,sacs-place-of-jackson-heights-jackson-heights,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7500809185494, 'longitude': -73.8800425082445}",(718) 685-2623,3087.8848292710545,-5xLqs3iGFbBkJG3QNh6Bw,https://s3-media2.fl.yelpcdn.com/bphoto/Qlip6LQr132z_Bf0cGSKrw/o.jpg,False,"{'address1': '86-14 37th Ave', 'address2': '', 'address3': None, 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['86-14 37th Ave', 'Jackson Heights, NY 11372']}",Sac's Place Of Jackson Heights,+17186852623,$,4.5,112,"['delivery', 'pickup']",https://www.yelp.com/biz/sacs-place-of-jackson-heights-jackson-heights?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
770,gubnae-hoolala-b-b-q-chicken-pub-flushing,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]","{'latitude': 40.76457, 'longitude': -73.81194}",(718) 888-1175,5045.661906187947,U7QTDYYonYidK17Q1AebRQ,https://s3-media3.fl.yelpcdn.com/bphoto/kZP6EYTsYqrMUPXb3Vd0Rg/o.jpg,False,"{'address1': '153-02 Northern Blvd', 'address2': None, 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['153-02 Northern Blvd', 'Flushing, NY 11354']}",Gubnae Hoolala B.B.Q Chicken Pub,+17188881175,,4.5,10,[],https://www.yelp.com/biz/gubnae-hoolala-b-b-q-chicken-pub-flushing?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
771,f-ottomanelli-burgers-and-belgian-fries-woodside-3,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.74519, 'longitude': -73.90392}",(718) 446-7489,4555.205183148181,pRE-2QYPeAudvEBLtZbMyQ,https://s3-media1.fl.yelpcdn.com/bphoto/qMK5gUVTAoRyfyeVCMfTaA/o.jpg,False,"{'address1': '6015 Woodside Ave', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['6015 Woodside Ave', 'Woodside, NY 11377']}",F. Ottomanelli Burgers & Belgian Fries,+17184467489,$,3.5,321,"['delivery', 'pickup']",https://www.yelp.com/biz/f-ottomanelli-burgers-and-belgian-fries-woodside-3?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
772,chick-n-soup-astoria,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.77, 'longitude': -73.9186562}",(718) 440-9347,7006.610160533936,Xhn2GUK6P1GoU53fjZ0QxA,https://s3-media4.fl.yelpcdn.com/bphoto/amOcuumBYEFYfCa2hj1Aew/o.jpg,False,"{'address1': '30-12 Astoria Blvd', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['30-12 Astoria Blvd', 'Astoria, NY 11102']}",Chick-N-Soup,+17184409347,$$,3.5,107,"['delivery', 'pickup']",https://www.yelp.com/biz/chick-n-soup-astoria?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
773,yoi-sushi-japanese-flushing,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.75899, 'longitude': -73.83364}",(718) 886-8122,3465.8076723025815,NB5u0htOK_1_dTkYALpRxg,https://s3-media4.fl.yelpcdn.com/bphoto/qh9q3bm3NHtRnvIatzai6g/o.jpg,False,"{'address1': '133-22 39th Ave', 'address2': None, 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['133-22 39th Ave', 'Flushing, NY 11354']}",Yoi Sushi Japanese,+17188868122,$$,4.5,158,[],https://www.yelp.com/biz/yoi-sushi-japanese-flushing?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
774,toloache-50-new-york,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.762325, 'longitude': -73.9855741}",(212) 581-1818,11695.991740894442,Wx6lMnEh7dCmX-9PQF1Ifw,https://s3-media4.fl.yelpcdn.com/bphoto/m5yGUnpSxMB0KaxgwwXMQA/o.jpg,False,"{'address1': '251 West 50th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['251 West 50th St', 'New York, NY 10012']}",Toloache 50,+12125811818,$$,4.0,1824,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/toloache-50-new-york?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
775,pita-hot-astoria-2,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 40.7686506, 'longitude': -73.9248121}",(718) 932-8282,7301.943527641326,maZVyQ0jQ24MeaP9-72XxQ,https://s3-media4.fl.yelpcdn.com/bphoto/vbNCv99jzWNoqM3U5bixwA/o.jpg,False,"{'address1': '25-15 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['25-15 30th Ave', 'Astoria, NY 11102']}",Pita Hot,+17189328282,$,4.0,272,"['delivery', 'pickup']",https://www.yelp.com/biz/pita-hot-astoria-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
776,la-rioja-astoria,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.7611464815376, 'longitude': -73.9234963249451}",(718) 932-0101,6805.646215792346,1grl_TDLb9ClSCFVDjZDhQ,https://s3-media2.fl.yelpcdn.com/bphoto/mQdWHqdj9wYmFuA5dDpAEQ/o.jpg,False,"{'address1': '33-05 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['33-05 Broadway', 'Astoria, NY 11106']}",La Rioja,+17189320101,$$,4.0,195,[],https://www.yelp.com/biz/la-rioja-astoria?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
778,zenon-taverna-astoria,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.762819, 'longitude': -73.920872}",(718) 956-0133,6706.5626107997705,rWWRlHOPrIk_7ElfTdU65w,https://s3-media3.fl.yelpcdn.com/bphoto/8KWW15oMP9uag2dfXjyxaA/o.jpg,False,"{'address1': '3410 31st Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['3410 31st Ave', 'Astoria, NY 11106']}",Zenon Taverna,+17189560133,$$,4.0,500,"['delivery', 'pickup']",https://www.yelp.com/biz/zenon-taverna-astoria?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
779,uncle-jacks-meat-house-astoria-2,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.77379, 'longitude': -73.9078399}",(917) 745-1553,6603.557242062452,mGnNyWUSwFImcwf8vtn8jQ,https://s3-media2.fl.yelpcdn.com/bphoto/_g-NbAKfiHRFtBuieZUQvQ/o.jpg,False,"{'address1': '36-18 Ditmars Blvd', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['36-18 Ditmars Blvd', 'Astoria, NY 11105']}",Uncle Jack's Meat House,+19177451553,$$,3.5,269,"['delivery', 'pickup']",https://www.yelp.com/biz/uncle-jacks-meat-house-astoria-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
780,vida-cuban-asian-fusion-restaurant-jackson-heights,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cuban', 'title': 'Cuban'}]","{'latitude': 40.75627, 'longitude': -73.8811}",(929) 296-0309,3643.8927544838434,R00JcmUB1CyB5py2ZVWgaQ,https://s3-media3.fl.yelpcdn.com/bphoto/Felr681VxkDeziqY4Jm81A/o.jpg,False,"{'address1': '86-13 Northern Blvd', 'address2': None, 'address3': '', 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['86-13 Northern Blvd', 'Jackson Heights, NY 11372']}",Vida Cuban Asian Fusion Restaurant,+19292960309,,3.5,18,[],https://www.yelp.com/biz/vida-cuban-asian-fusion-restaurant-jackson-heights?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
781,dantes-pizza-forest-hills,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7101589996558, 'longitude': -73.8482174277306}",(718) 544-0416,2401.102845177972,MFIk9VA6HXLWHYrkG_vwUA,https://s3-media2.fl.yelpcdn.com/bphoto/wlfsBG4TkNiGSwI9KS5mzg/o.jpg,False,"{'address1': '105-03 Metropolitan Ave', 'address2': '', 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['105-03 Metropolitan Ave', 'Forest Hills, NY 11375']}",Dante's Pizza,+17185440416,$,4.5,109,['pickup'],https://www.yelp.com/biz/dantes-pizza-forest-hills?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
782,village-grill-forest-hills-2,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.71745, 'longitude': -73.85674}",(718) 544-4024,1584.0848991905532,TJhgvNJuAzmyYzaMyMnN0Q,https://s3-media2.fl.yelpcdn.com/bphoto/wQYpz1B5SVpJEe3CE6s-KA/o.jpg,False,"{'address1': '7301 Yellowstone Blvd', 'address2': '', 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['7301 Yellowstone Blvd', 'Forest Hills, NY 11375']}",Village Grill,+17185444024,$$,4.0,162,"['delivery', 'pickup']",https://www.yelp.com/biz/village-grill-forest-hills-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
783,5-de-mayo-corona,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.7428293675184, 'longitude': -73.8539546728134}",(718) 271-5383,1285.3028432436492,5Ui4VqBo6jfss5BjCKevmw,https://s3-media3.fl.yelpcdn.com/bphoto/G4xKgHqYuSRZ2C89cbxOcw/o.jpg,False,"{'address1': '108-09 53th Ave', 'address2': None, 'address3': '', 'city': 'Corona', 'zip_code': '11368', 'country': 'US', 'state': 'NY', 'display_address': ['108-09 53th Ave', 'Corona, NY 11368']}",5 De Mayo,+17182715383,,5.0,5,[],https://www.yelp.com/biz/5-de-mayo-corona?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
784,ecb-burgers-ridgewood,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.71355, 'longitude': -73.91204}",(718) 451-8020,5371.269165186317,hh8ha2udZ_kv0hOHF1nFgg,https://s3-media2.fl.yelpcdn.com/bphoto/MU6hTyHDBR4_TyVX7buFYQ/o.jpg,False,"{'address1': '53-21 Metropolitan Ave', 'address2': None, 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['53-21 Metropolitan Ave', 'Ridgewood, NY 11385']}",ECB Burgers,+17184518020,$$,4.0,148,"['delivery', 'pickup']",https://www.yelp.com/biz/ecb-burgers-ridgewood?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
785,beebes-long-island-city,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7547438, 'longitude': -73.9358372}",(718) 778-0074,7460.686565108924,AYBRN8pKB8_ZfcCks17OmQ,https://s3-media1.fl.yelpcdn.com/bphoto/iEToVluuxHpqfU-PXUN0UA/o.jpg,False,"{'address1': '38-28 27th St', 'address2': '', 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['38-28 27th St', 'Long Island City, NY 11101']}",Beebe's,+17187780074,$$,4.5,74,"['delivery', 'pickup']",https://www.yelp.com/biz/beebes-long-island-city?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
786,dim-sum-house-點心之家-flushing,"[{'alias': 'dimsum', 'title': 'Dim Sum'}]","{'latitude': 40.7398028467146, 'longitude': -73.8153019544051}",(718) 461-0065,3296.183276179183,oKMQj_yVKa1NvlcUjMJpRA,https://s3-media2.fl.yelpcdn.com/bphoto/i2Ef0utiMJNyRCH_n9Y3bQ/o.jpg,False,"{'address1': '60-08 Kissena Blvd', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['60-08 Kissena Blvd', 'Flushing, NY 11355']}",Dim-Sum House 點心之家,+17184610065,,5.0,2,[],https://www.yelp.com/biz/dim-sum-house-%E9%BB%9E%E5%BF%83%E4%B9%8B%E5%AE%B6-flushing?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
787,café-esencia-ridgewood,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.70259, 'longitude': -73.90122}",,5189.664567065497,1n_UrlwXIXm9ptVNZS6tSg,https://s3-media1.fl.yelpcdn.com/bphoto/A1T5u_54SQp4uQxhQlYr6w/o.jpg,False,"{'address1': '68-38 Forest Ave', 'address2': 'Storefront D', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['68-38 Forest Ave', 'Storefront D', 'Ridgewood, NY 11385']}",Café Esencia,,,5.0,34,[],https://www.yelp.com/biz/caf%C3%A9-esencia-ridgewood?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
788,momos-mediterranean-grill-brooklyn,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 40.679426, 'longitude': -73.863661}",(718) 552-2270,5857.975065493912,rz5C7UpA338OKU_LCQS3rg,https://s3-media1.fl.yelpcdn.com/bphoto/cmsjrur1xXSaq7b6-NJ2cg/o.jpg,False,"{'address1': '25 & 29 101st Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11208', 'country': 'US', 'state': 'NY', 'display_address': ['25 & 29 101st Ave', 'Brooklyn, NY 11208']}",Momo's Mediterranean Grill,+17185522270,$,4.0,26,"['delivery', 'pickup']",https://www.yelp.com/biz/momos-mediterranean-grill-brooklyn?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
789,flower-brook-mifen-house-flushing,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 40.7530681, 'longitude': -73.821847}",(516) 345-4145,3548.1454199941822,QqSDuJKKmEHOEPpzCFTQFA,https://s3-media2.fl.yelpcdn.com/bphoto/i5kxRTc94dRJPKHiRRlPjQ/o.jpg,False,"{'address1': '44-35 Kissena Blvd', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11355', 'country': 'US', 'state': 'NY', 'display_address': ['44-35 Kissena Blvd', 'Flushing, NY 11355']}",Flower Brook Mifen House,+15163454145,$,4.0,27,[],https://www.yelp.com/biz/flower-brook-mifen-house-flushing?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
790,circulo-espanol-astoria-3,"[{'alias': 'spanish', 'title': 'Spanish'}]","{'latitude': 40.75871, 'longitude': -73.91785}",(718) 626-0872,6260.142938155942,By01mUaEhcjmQlmTHPz8Og,https://s3-media4.fl.yelpcdn.com/bphoto/IlM05HsTZA5yzoV3Pvr32w/o.jpg,False,"{'address1': '41-01 Broadway', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['41-01 Broadway', 'Astoria, NY 11103']}",Circulo Espanol,+17186260872,$$,4.5,28,[],https://www.yelp.com/biz/circulo-espanol-astoria-3?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
791,romanian-garden-sunnyside-4,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'modern_european', 'title': 'Modern European'}]","{'latitude': 40.7449088452058, 'longitude': -73.921469294812}",(718) 786-7894,5971.9117065358205,yk-urU0Zz41LiTS2ZBZf1Q,https://s3-media3.fl.yelpcdn.com/bphoto/n08S7WGxiR4mYbYiAYRyGQ/o.jpg,False,"{'address1': '43-06 43rd Ave', 'address2': '', 'address3': '', 'city': 'Sunnyside', 'zip_code': '11104', 'country': 'US', 'state': 'NY', 'display_address': ['43-06 43rd Ave', 'Sunnyside, NY 11104']}",Romanian Garden,+17187867894,$$,3.5,118,"['delivery', 'pickup']",https://www.yelp.com/biz/romanian-garden-sunnyside-4?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
792,guh-song-chinese-restaurant-bayside,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'korean', 'title': 'Korean'}]","{'latitude': 40.75899, 'longitude': -73.76903}",(718) 281-1810,7697.248604168787,S28n01e8VKJ-Llm7YbEi0g,https://s3-media1.fl.yelpcdn.com/bphoto/W4B_hACgz_9N0Xqnowj_3A/o.jpg,False,"{'address1': '45-46 Bell Blvd', 'address2': '', 'address3': '', 'city': 'Bayside', 'zip_code': '11361', 'country': 'US', 'state': 'NY', 'display_address': ['45-46 Bell Blvd', 'Bayside, NY 11361']}",Guh Song Chinese Restaurant,+17182811810,$$,4.0,171,[],https://www.yelp.com/biz/guh-song-chinese-restaurant-bayside?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
794,spolinis-kew-gardens,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7074477, 'longitude': -73.8354456}",(718) 805-5852,3055.642074264893,oaowryQAF13ka42VSb8c1w,https://s3-media2.fl.yelpcdn.com/bphoto/gaeH2wPAoCIZyTKgPe5PPA/o.jpg,False,"{'address1': '11625 Metropolitan Ave', 'address2': '', 'address3': '', 'city': 'Kew Gardens', 'zip_code': '11418', 'country': 'US', 'state': 'NY', 'display_address': ['11625 Metropolitan Ave', 'Kew Gardens, NY 11418']}",Spolini's,+17188055852,$$$,3.5,95,['pickup'],https://www.yelp.com/biz/spolinis-kew-gardens?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
795,jjang-cooks-flushing-2,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 40.7603375, 'longitude': -73.8275927}",(718) 460-6200,3851.181059544121,4DFVS49uG1S8hNES1N7jwg,https://s3-media1.fl.yelpcdn.com/bphoto/GdNX5sB7Tw6cdqFDlQgwkQ/o.jpg,False,"{'address1': '136-71 Roosevelt Ave', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['136-71 Roosevelt Ave', 'Flushing, NY 11354']}",Jjang Cooks,+17184606200,,4.0,38,[],https://www.yelp.com/biz/jjang-cooks-flushing-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
796,the-local-bar-and-cafe-long-island-city,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.7495622, 'longitude': -73.9477008}",(347) 738-5251,8241.031599388567,EKk-W0musmo4z1qnQQ5XgA,https://s3-media3.fl.yelpcdn.com/bphoto/qsfKd9dT_ge3jnM-4GupLA/o.jpg,False,"{'address1': '13-02 44th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['13-02 44th Ave', 'Long Island City, NY 11101']}",The Local Bar and Cafe,+13477385251,$,4.5,71,[],https://www.yelp.com/biz/the-local-bar-and-cafe-long-island-city?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
797,tong-jackson-heights,"[{'alias': 'bangladeshi', 'title': 'Bangladeshi'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]","{'latitude': 40.749142, 'longitude': -73.892438}",(929) 257-6996,3871.740259168925,bB74yGzEa3N3k4YYU2rcXQ,https://s3-media4.fl.yelpcdn.com/bphoto/EcO2l3QNDSWgc2-ODZVzLQ/o.jpg,False,"{'address1': '37-08 73rd St', 'address2': '', 'address3': None, 'city': 'Jackson Heights', 'zip_code': '11372', 'country': 'US', 'state': 'NY', 'display_address': ['37-08 73rd St', 'Jackson Heights, NY 11372']}",Tong,+19292576996,,5.0,22,[],https://www.yelp.com/biz/tong-jackson-heights?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
798,crystal-ice-queens-4,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}]","{'latitude': 40.76012, 'longitude': -73.82941}",(929) 362-2899,3738.1985287732673,SsJ604Pqr7-WUe9ruzATqQ,https://s3-media3.fl.yelpcdn.com/bphoto/pCLlZtM-pKSy0KRw_5CBKA/o.jpg,False,"{'address1': '136-21 Roosevelt Ave', 'address2': 'Unit 5A', 'address3': '', 'city': 'Queens', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['136-21 Roosevelt Ave', 'Unit 5A', 'Queens, NY 11354']}",Crystal Ice,+19293622899,,5.0,9,[],https://www.yelp.com/biz/crystal-ice-queens-4?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
799,buttumak-flushing-2,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 40.7654446269748, 'longitude': -73.8148386622517}",(718) 353-0077,4952.283744971571,hB0DCqfyHKGI137Gfg-yxQ,https://s3-media2.fl.yelpcdn.com/bphoto/ln2X3_pOUgNsQr2LjHnpWw/o.jpg,False,"{'address1': '150-05 Northern Blvd', 'address2': '', 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['150-05 Northern Blvd', 'Flushing, NY 11354']}",Buttumak,+17183530077,$$,5.0,20,[],https://www.yelp.com/biz/buttumak-flushing-2?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
800,benateris-italian-gourmet-deli-college-point-3,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7859427, 'longitude': -73.8385427}",(718) 445-9240,6179.730071914748,xlnND-F94Z5OlXlq-bqrhg,https://s3-media2.fl.yelpcdn.com/bphoto/q4PvFMEsYJbccImJpEeFhQ/o.jpg,False,"{'address1': '129-21 14th Ave', 'address2': '', 'address3': '', 'city': 'College Point', 'zip_code': '11356', 'country': 'US', 'state': 'NY', 'display_address': ['129-21 14th Ave', 'College Point, NY 11356']}",Benateri's Italian Gourmet Deli,+17184459240,$,4.5,115,"['delivery', 'pickup']",https://www.yelp.com/biz/benateris-italian-gourmet-deli-college-point-3?adjust_creative=_dOL2tQEZNA2cv5pnszrdw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_dOL2tQEZNA2cv5pnszrdw
